"","1","2","3","4","5","6"
"1",0,0,0,0,0.111111111111111,0
"2",0,0.125,0.153846153846154,0.272727272727273,0,0.5
"3",0,0.375,0.230769230769231,0.272727272727273,0.333333333333333,0.25
"4",1,0.25,0.307692307692308,0.181818181818182,0.222222222222222,0.25
"5",0,0.125,0.307692307692308,0.0909090909090909,0.222222222222222,0
"6",0,0.125,0,0.181818181818182,0.111111111111111,0
